"project_id","item_key","text","cluster"
"POI",58716,"Picture.resize() is slow as image is read for dimensions again",10
"Tomcat 8",54700,"Improvement: Add support for system property to specify location of APR/native library [PATCH]",10
"Ant",55899,"[PATCH] Distribute Mac OS X .pkg installer of Ant (patch included)",10
"APR",47932,"apr_dbd_mysql: max_length field of  MYSQL_FIELD struct is not populated when using prepared statements",10
"Apache httpd-2",40075,"unable to use ldap groups that contain DNs and usernames for AuthZ",10
"Xerces-J",3119,"underlying CharReader is closing InputStream / Reader",10
"Apache httpd-2",18334,"Server crashes when authenticating users against LDAP server",10
"Xerces-J",13825,"java.exe Error",10
"Log4j - Now in Jira",17498,"Logging inconsistencies using DailyRollingFileAppender",10
"Fop - Now in Jira",48766,"Support for Font Kerning is Broken",10
"Slide",19411,"AccessDeniedException is thrown instead of ObjectNotFoundException",10
"Xerces-J",7429,"Parser unknown the character 0x96",10
"Crimson",20444,"crimson incorrectly ends prefix for ""xml""",10
"Xerces-J",4027,"ContentHandler javadoc",10
"Fop - Now in Jira",43506,"NPE using a Tiff Image",10
"Xerces-J",5794,"getOwnerDocument() broken?",10
"XalanJ1",1720,"something with Xalan on some machines",10
"Fop - Now in Jira",25432,"Cannot embed the User Defined Characters into the PDF",10
"Apache httpd-2",43997,"Only issue ""Init: SSL server IP/Port conflict"" if certificates are different.",10
"Apache httpd-2",19670,"content type header supplied upon PUT is thrown away",10
"APR",39895,"apr_os_strerror on WinCE needs to xlate unicode->utf8",10
"Ant",20867,"The possibility of getting properties from ant scripts",10
"Apache httpd-2",27869,"stopping and starting httpd again immediately causes bind() to fail",10
"Ant",15853,"Allow to plug-in different XML Catalog resolver in xslt task",10
"Lenya",35616,"[PATCH] XSPPrecompileWrapper and compile-xsp ant-target for 1.2.4",10
"Log4j - Now in Jira",28059,"DOMConfigurator.configure(java.io.InputStream)",10
"Lenya",29609,"Move mail configuration to the admin GUI",10
"Fop - Now in Jira",46130,"Feature request: Ability to use adobe (japanese) fonts without embedding them.",10
"Ant",22859,"Cross buildfile dependency",10
"Batik - Now in Jira",48473,"Support XMLHttpRequest (a.k.a. XHR)",10
"Apache httpd-2",39727,"Incorrect ETag on gzip:ed content",11
"Xerces-J",730,"NullPointerExceptions and ArrayIndexOutOfBoundsExceptions used for normal program control",11
"Ant",45860,"Optional classpath entry support for FTP task",11
"JMeter",53159,"Enable parallel execution of Sampler for Same user to simulate Ajax Requests",11
"Ant",58478,"Ant EXEC tasks randomly hangs while executing set of java based application commands.",11
"Ant",35192,"Receiving MessageFormat Parse Error when executing PVCS in Ant",11
"Apache httpd-2",59237,"http2 breaks external auth after a few successful requests",11
"Apache httpd-2",52510,"Segmentation Fault 11",11
"Ant",48010,"'timeout' parameter not working in Sshexec task",11
"POI",49472,"Poi will corrupt xls file when there is a 'Chart sheet' in the Excel file, Excel 2010",11
"Apache httpd-2",50562,"wrong PATH_INFO CGI environment with non-ASCII UTF8 characters",11
"Ant",51917,"Race condition in PumpStreamHandler causes incorrect output from exec",11
"Apache httpd-2",55340,"Listen for valid, unconfigured IP address passes configtest, but Apache shuts down on reload",11
"APR",50058,"Deadlock with apr_file_open(APR_FOPEN_APPEND) and apr_file_lock() under Windows",11
"Apache httpd-2",44940,"Httpd randomly breaks when verifying client certificates",11
"BCEL - Now in Jira",53991,"Stack map table problem with in JDK7 (java.lang.VerifyError: Expecting a stack map frame in method)",11
"Apache httpd-2",56081,"Apache 2.2.26 SIGSEGVs when POST'ing data",11
"Apache httpd-2",53651,"Worker failure doesn't have same behaviour as worker connection failure",11
"Apache httpd-2",52933,"Child survives '-k stop', consuming lots of CPU",11
"Slide",35481,"NullPointerException for logger in JDBCStore rev. 1.24 ",11
"Slide",36355,"Multiple branches cannot be made from a single version.",11
"Apache httpd-2",50261,"graceful restart with multiple listeners using prefork MPM can result in hung processes",11
"Log4j - Now in Jira",44649,"JMS Hangs when a Root Appender",11
"JMeter",56161,"Data is corrupted on PUT request when not using 100-continue",11
"Ant",36629,"Apt task fails when compile=""false"" specified",11
"Apache httpd-2",49771,"After graceful restart using mod_proxy_ajp, couldn't speak AJP to Tomcat until a full restart of httpd",11
"Apache httpd-2",54875,"Conditional request predicated on another URL's ETag always succeeds, even when it shouldn't",11
"Apache httpd-2",44696,"mod_cache sometimes serves old content despite having fetched new content",11
"APR",46853,"utf8_to_unicode_path breaks .. and . expansion",11
"Apache httpd-2",44656,"Tries to retrive error document 404 instead of 406 when negotiation fails",11
"APR",53448,"MOD_AUTH_CAS: Error parsing XML content for 'decb1de835caaddffc2259b7aab99e86' (Internal error)",11
"Ant",58017,"scp task should allow limiting sessions",11
"JMeter",57491,"AJP Sample GUI includes timeout fields but these are not used",11
"Apache httpd-2",44865,"mod_dav's lock database becomes consistently corrupt",11
"Ant",49492,"The fileset resource collection doesn't handle file/directory names with spaces",11
"Log4j - Now in Jira",46868,"SocketHUBAppender: Allow restriction of binding to localhost or local interface (with patch)",11
"APR",59767,"testreslist test fails randomly",11
"Apache httpd-2",56326,"cache_quick_handler does not serve responses with the ""Authorization"" header",11
"Ant",57156,"haltonfailure and haltonerror are not working with JUnit 4 tests",11
"Batik - Now in Jira",38937,"SVGError not dispatched for script errors",11
"Apache httpd-2",39928,"port no detected when file name not in URL",11
"Apache httpd-2",39329,"mod_dbd reconnection and prepared statements",11
"Apache httpd-2",55045,"calls to gets() in test_find.c and test_parser.c",11
"Fop - Now in Jira",18801,"[PATCH] ""visibility"" property is not implemented",11
"Apache httpd-2",55615,"Connections are starved and not balanced when concurrent requests exceed FcgidMaxProcessesPerClass",11
"Apache httpd-2",54342,"AuthnCacheSOCache can't pass args to socache providers",11
"Lenya",42859,"sitemaps should be renamed to <module-name>.xmap",11
"Apache httpd-2",44384,"mod_ssl on MacOS X 10.5.1 does not work because of incorrect configure script",11
"Apache httpd-2",50082,"apachectl status returns incorrect exit code",11
"POI",59670,"Sheet.getRow().getCell() gets the value from the next sheet along",11
"JMeter",57958,"Transaction Controller in ""Generate Parent Sample"" mode : Failed assertions do not show in 'View Results Tree' when inside check for JMeterThread.last_sample_ok",11
"Lenya",32349,"Image drawer needs css and other polishing",11
"Apache httpd-2",59491,"mod_rewrite proxy uses wrong filename for ^$",11
"POI",54758,"[PATCH] ConditionalFormattingRule: ""stopIfTrue"" attribute is missing",11
"Apache httpd-2",58158,"Not honoring HTTP spec with regard to Accept-Encoding",11
"Apache httpd-2",44870,"process spinning on 100% cpu",11
"Ant",54216,"replaceregexp with backlash throws StringIndexOutOfBoundsException",11
"Ant",51762,"loadresource hitting the server twice",11
"APR",47191,"Missing sentinel warning",11
"JMeter",55510,"In distributed testing : totalThreads always show 0 in GUI",11
"Batik - Now in Jira",47094,"Processing xml:base",11
"Ant",47168,"Zipfileset does not include empty directories",11
"POI",56899,"DataFormatter.formatRawCellContents throws IllegalArgumentException when certain parameter is passed in.",11
"Batik - Now in Jira",48073,"Batik should display anchor ""xlink:title"" attribute contents as a tooltip",11
"JMeter",59080,"Tests : Add Test Plans for bugs",11
"Apache httpd-test",55428,"Add more mod_autoindex tests",11
"Apache httpd-2",48585,"mod_cache no longer caches expired content",11
"Apache httpd-2",48937,"Feature proposal - support sasl_bind",11
"Tomcat 6",51142,"Offer possible resolution of StringIndexOutOfBoundsException in Request.updateCounters when AJP packetSize is too small.",11
"Apache httpd-2",59938,"Expose remote host port as an expression",11
"JMeter",60052,"jmeter-server listen address to bind",11
"Apache httpd-2",59763,"mod_systemd should include a systemd generator for sockets",11
"Apache httpd-2",57756,"Config options for handling of pipelined request",11
"Apache httpd-2",54910,"Format %{Foobar}o cannot be used to log Date and Server reply headers",11
"POI",52972,"Enable RichText in SXSSF",11
"Apache httpd-2",50227,"Option to fail SSL handshake for diverted SNI connections",11
"Tomcat 8",56399,"Re-factor request/response recycling so Coyote and Catalina objects are recycled simultaneously",11
"Lenya",43989,"define a consistent sitemap API for all modules that operate on documents",11
"Ant",40871,"JJTree task doesn't support the new JJTree NODE_EXTENDS option",11
"Lenya",43206,"Display sitetree permissions under user/group profile",11
"Apache httpd-2",51757,"Add support for SASL auth in LDAP",11
"Apache httpd-test",50732,"Make ProxyErrorOverride configurable per status code",11
"Ant",40157,"<scp> and <sshexec> Tasks to give meaningful errror messages",11
"Apache httpd-2",31484,"Custom environment variables not passed to content negotiated resources",11
"Xerces-J",31317,"EntityResolver not called uniformly",11
"Lenya",34914,"[PATCH] RCML files get corrupted",11
"Slide",35810,"Lucene content indexer doesn't work when binding is enabled",11
"Ant",25998,"PropertyHelper - getPropertyHelper method should call setProject on a retrieved helper",11
"Fop - Now in Jira",48329,"Block in double nested fo:inline overlaps following content",11
"Fop - Now in Jira",33174,"An unrecognized token'NaN' was found when opening pdf file  with Acrobat Reader 6.0",11
"Log4j - Now in Jira",13099,"DOMConfigurator ignores category factory setting",11
"Fop - Now in Jira",35500,"Missing .close() call on stream opened for JPEG images",11
"Fop - Now in Jira",48013,"Image processing makes FOP really slow",11
"Fop - Now in Jira",30214,"PSGraphics2D.drawImage incorrect matrix generated",11
"Apache httpd-2",42665,"spurious attempt to open "".../file.html/.htaccess""",11
"Fop - Now in Jira",27107,"TTF Reader fails",11
"Fop - Now in Jira",47978,"stroke-text config option seems to be ignored by trunk.",11
"Apache httpd-2",30730,"[PatchAvailable] mod_actions and Server-Status",11
"POI",29350,"Editable Ranges in Protected Sheets",11
"Ant",17372,"Enhancement of replace Task",11
"Slide",27483,"Request for aclfindMethod() convenience method",11
"Ant",20485,"The <sync> task doesn't support the nested ""filterset"" element",11
"Ant",30795,"Delete task needs a 'verify' safety attribute",11
"Ant",22709,"SOS tasks should allow forward slashes in vssserverpath",11
"Slide",31696,"Throw events when setting new permissions",11
"Ant",28729,"Introducing an <annotation> element",11
"Ant",14525,"Add failonerror attribute to serverdeploy vendor-specific elements",11
"JMeter",59943,"Problem with Node order using HtmlParsingUtils.getDOM which can impact HTML Link Parser",11
"Fop - Now in Jira",52477,"FOP always uses the same prefix for embeded font",11
"POI",57342,"Writing very large file via SXSSF leads to corrupt file",12
"Xerces-J",34065,"E",12
"Slide",37254,"RDBMS store and Branching.",12
"POI",54470,"[PATCH] Solution to support Graph in XSSFWorkbook.cloneSheet method",12
"Ant",57954,"Unable to read encrypted values from properties file",12
"Apache httpd-2",58356,"Session jumping due to incorrect route",12
"Apache httpd-2",57383,"Error retrieving Report: An Existing connection was forcibly closed by the remote host.",12
"POI",60003,"Regression: HSLF Powerpoint text extractor from footer of master slide",12
"Apache httpd-2",57412,"rewrite rules causes duplicate requests",12
"Apache httpd-2",49385,"mod_disk_cache server side included files are intermittently corrupted",12
"Log4j - Now in Jira",52733,"log4j:ERROR Could not find value for key log4j.appender.INFO",12
"Apache httpd-2",41744,"SSI resolves includes but removes original HTML",12
"Apache httpd-2",58491,"Core dumps appear when the load increases",12
"Ant",46058,"Ant needs a streamable log format",12
"Apache httpd-2",54958,"mod_deflate + mod_mime with SSI gives mixed compressed and uncompressed output",12
"Apache httpd-2",56473,"ETags don't change when headers do",12
"Ant",47995,"StarTeam: The 'StarTeam exclusive lock' option is not defined in StarTeam but seems to be used anyway.",12
"Ant",56305,"AntUnitSuite using AntUnitTestCase as class name in XML reports instead of actual classname",12
"POI",58910,"org.apache.xmlbeans.impl.values.XmlValueDisconnectedException when first column removed from template",12
"Apache httpd-2",46412,"make_child return value not checked",12
"POI",56335,"Could not extract text from embedded SmartArt grafic",12
"Apache httpd-2",57685,"Requests are denied while the mod_cgid daemon starts up",12
"POI",58804,"Broken images depending on Layout options",12
"JMeter",53277,"HashTree can theoretically drop elements",12
"Ant",51702,"Ant's attributes should be accessible",12
"Batik - Now in Jira",45436,"Please provide source only package",12
"Apache httpd-2",36492,"split-logfile script dies when splitting log of many virtual hosts",12
"Apache httpd-2",47340,"uldap_cache_comparedn() called without a lock",12
"POI",47071,"Date format Localization",12
"Apache httpd-2",41764,"error state and conf",12
"Lenya",44569,"Incomplete Tomcat Integration Docs",12
"Ant",26197,"Reference to realThing in UnknownElement.execute defined to null to early",12
"Apache httpd-2",48283,"Proxy errors since httpd 2.2.12 with Tomcat 6.0.20: (proxy: error processing body)",12
"Slide",39818,"WebdavSystemView doesn't work with JRE 1.5",12
"Apache httpd-2",59613,"Make mod_authnz_ldap's logging/helper messages consistent after the name change",12
"Apache httpd-2",53886,"can't start apache control in Redhat Linux 3 X64",12
"Apache httpd-2",46195,"ProxyPass fails with literal IPv6 address",12
"Apache httpd-2",52841,"[proxy_balancer:emerg] [pid 25593] AH01177: Failed to lookup provider 'shm' for 'slotmem': is mod_slotmem_shm loaded??",12
"Apache httpd-2",47693,"GET request has race condition w.r.t. replacement of file being served",12
"JMeter",58415,"JMeter.bat fails if JMETER_BIN is set and bin folder contains spaces",12
"Apache httpd-2",54366,"$sysconfdir/extra/httpd-dav.conf is not built based on $datadir",12
"Apache httpd-2",45371,"MSI installer requires uninstall of previous version",12
"Apache httpd-2",46765,"doubled HTTP header leads to error (Redmine)",12
"Batik - Now in Jira",46476,"Scripting won't work if document doesn't have a URI",12
"APR",51295,"Unable to load library using apr_dso_load with specific flags (RTLD_LAZY, RTLD_LOCAL)",12
"Slide",34678,"URI marked serializable but all fields in it are transient.",12
"Apache httpd-2",39185,"Approximately in 1-2 weeks of work the server hangs, full restart helps only.",12
"Apache httpd-2",41771,"Erro with mod_proxy_ajp or mod_prox_balancer",12
"Apache httpd-2",58248,"Error 404 in use some characters of utf8 in url",12
"Apache httpd-2",58417,"ApacheBench (ab) won't display Server Software of Erlang/Cowboy web server",12
"Apache httpd-2",55711," --enable-foo doesn't enable foo",12
"Apache httpd-2",45487,"broken log messages on startup in win32 version",12
"Apache httpd-2",59985,"[patch] Add log message when apr_pollset_remove fails",12
"JMeter",50034,"Provide API for running JMeter",12
"Apache httpd-2",49926,"New option for mod_log_forensics or mod_log_config",12
"Apache httpd-2",47514,"Personal data and restrictions based on subject directory attributes extension",12
"Apache httpd-2",48712,"Add UID and GID to status page",12
"JMeter",42867,"Only default parameters of Java Request Samplers are stored",12
"POI",60059,"Can't change text of DrawingParagraph",12
"POI",60134,"Enhance Jenkins CI to run clirr/japicmp on the nightly builds to find API-breakage earlier",12
"Ant",47423,"next to attribute granularity: offset",12
"Log4j - Now in Jira",54078,"FlashbackAppender: new appender for lost events",12
"JMeter",55913,"Create a test case to compare performances of htmlParsers implementation that can be run in command-line mode from the Ant build script",12
"Tomcat 6",44645,"[Patch] JNDIRealm - Doesn't support JNDI ""java.naming.ldap.factory.socket"" parameter",12
"Tomcat 8",54741,"Add org.apache.catalina.startup.Tomcat#addWebapp(String, URL) method",12
"Tomcat 9",57505,"Add integration tests for JspC",12
"Ant",39782,"Add HelpTask",12
"APR",39896,"Output test status to OutputDebugString in addition to stdout",12
"JMeter",57988,"Ability to add elements to tree with hotkeys",12
"JMeter",56540,"Mail reader sampler/IMAP enhancement:  getting the most recent messages",12
"Apache httpd-2",47778,"wrong exit value on graceful restart",12
"Ant",42594,"add a <checksummed> resource which can checksum a resource",12
"Log4j - Now in Jira",35563,"Syslog appender parametrability",12
"Xerces-J",2432,"null pointer exception parsing large document",12
"Ant",24348,"soslabel task doesn't have certain attributes listed in documentation",12
"Lenya",30453,"Cannot edit group affiliation for an iprange",12
"Apache httpd-2",41763,"mod_disk_cache ignores CacheDirLevels and CacheDirLenght directives",12
"Slide",22409,"There is problem in Slide security system. ",12
"Xerces-J",8053,"SAXParser leaves XSD files locked on error",12
"Xerces-J",4010,"encoding,GBK",12
"Xerces-J",4394,"external-schemaLocation not used when importing.",12
"Fop - Now in Jira",49583,"FAQ entry: move there upgrade information there",12
"Fop - Now in Jira",31225,"Need embedded page sequence functionality",12
"Fop - Now in Jira",49781,"Incorrect line length when using leaders",12
"Apache httpd-2",18325,"PAM support for suEXEC",12
"Apache httpd-2",29510,"ab does not support multiple cookies",12
"Fop - Now in Jira",48211,"How to change/set 128-bit RC4 encryption level in secured PDF",12
"Ant",29797,"Calling Ant from other Java Applications",12
"Batik - Now in Jira",27970,"BUFFERED_IMAGE Hint Msg for some Graphics2D's",12
"Fop - Now in Jira",53044,"FOP1.1 release blockers",13
"POI",52447,"Unable to Open Excel XLS with hyperlink cells.",13
"Apache httpd-2",43724,"Apache 2.2.6 segfault on url wich not in cache",13
"Apache httpd-2",54319,"ProxyPass has no effect in <Location> if rewrite occurs",13
"Apache httpd-2",56986,"chunked Transfer-Encoding forbidden: /test/test.dll",13
"Log4j - Now in Jira",39690,"Initialization fail in J2EE Environment",13
"Log4j - Now in Jira",57714,"Blocked trying to get lock: org/apache/log4j/spi/RootLogger",13
"POI",51948,"Data written to parts not readable",13
"Log4j - Now in Jira",41980,"Log4j stop updating log file- version log4j-1.2.8 and log4j-1.2.14",13
"Lenya",43248,"Continuations grow very large",13
"Fop - Now in Jira",54104,"CPU hits 100% while rendering tiff image",13
"JMeter",57039,"Inconsistency with the undo/redo log",13
"Apache httpd-2",55452,"Redirect",13
"JMeter",56141,"Application does not behave correctly when using HTTP Recorder",13
"Apache httpd-2",58354,"(20014)Internal error (specific information not available)",13
"Apache httpd-2",35981,"mod_dav overrides dav_fs response on PUT failure",13
"Ant",59771,"armv7l: java.lang.IllegalArgumentException: 16877=40755 will not fit in octal number buffer of length -1291083776",13
"Lenya",43903,"Allow modules to patch the XML entity catalogue",13
"APR",43172,"apr-util don't want to find mozldap-6.x",13
"Apache httpd-2",56262,"ab does not work with extremely long cookies",13
"Apache httpd-2",46646,"check group membership is sometimes case sensitive",13
"Batik - Now in Jira",40862,"SVG image with gradients color filling fails to render",13
"Fop - Now in Jira",54139,"writing-mode=""lr"" an bidi-override etc",13
"Apache httpd-2",50061,"Semicolon character '%3B' seems to be decoded to ';' too early.",13
"POI",57296,"ZipInputStreamZipEntrySource.java:61 should catch IOExceptions on ""close"" after successfully reading",13
"JMeter",51480,"ConstantThroughputTimer in shared mode all threads start with an incorrect delay of 0",13
"APR",56945,"Add locks on Windows to prevent race condition",13
"Apache httpd-2",54752,"mod_ssl should not use uninitialized memory as random seed",13
"Apache httpd-2",56314,"exiting from MPM-worker child caused assert in apr_reslist.c:161",13
"Log4j - Now in Jira",52490,"facelets.viewhandler logger using incorrect configuration",13
"Tomcat Connectors",59897,"Buffer Overflow in FD_SET in nb_connect (jk_connect.c) leading to apache2 crash",13
"Batik - Now in Jira",41968,":hover not implemented",13
"Apache httpd-2",59944,"Document how the value of REDIRECT_URL is determined",13
"Apache httpd-2",40146,"mod_ssl info in server_info is blank",13
"Batik - Now in Jira",46429,"Exception thrown when using animateTransform",13
"Apache httpd-2",54502,"Apache deadlock on epoll_ctl error (1000 process limit)",13
"Tomcat Modules",59077,"DataSourceFactory creates a neutered data source",13
"Lenya",45992,"[News module] Error page in Lenya 2.0.2",13
"Log4j - Now in Jira",54035,"logger.setLevel is not thread safe.",13
"Log4j - Now in Jira",54325,"Concurrency issues in AppenderAttachableImpl",13
"APR",59755,"testxlate fails due to several APR-util makefile.win issues",13
"JMeter",60190,"Content-Type is added for POST unconditionally",13
"Fop - Now in Jira",53592,"RTF renderer ignores line-height attribute",13
"Apache httpd-2",60020,"Auth xml",13
"Batik - Now in Jira",50291,"JPG does not render radialGradient style",13
"Lenya",38471,"missing name attributes in forms",13
"Batik - Now in Jira",41451,"wrong behavior of multiple dy attributes in tspan element, only MacOSX",13
"Regexp",42058,"subst() doesn't return the original string when no changes occur",13
"POI",55214,"Formula name length limit when setting an external API formula in a cell",13
"Fop - Now in Jira",54061,"NullPointer Exception in org.apache.fop.fo.FObj",13
"POI",56478,"TEXT function date format does not format number when the format contains non-standard characters",13
"Log4j - Now in Jira",57487,"chainsaw v2 - regexp in refine not working",13
"Apache httpd-2",40541,"Action rewrites URI used by Location?",13
"BCEL - Now in Jira",52980,"getAnnotationEntries methods in JavaClass and FieldOrMethod duplicate code",13
"POI",56928,"Picture resizing does not work with WMF files",13
"Log4j - Now in Jira",48802,"Log4j not writting.",13
"Log4j - Now in Jira",38590,"no space on device fails another instance",13
"Log4j - Now in Jira",55229,"log4j-1.2.16.jar checksum mismatch on maven.org",13
"Ant",55376,"org.apache.tools.ant.launch.Locator.getClassSource not working with JBoss VFS",13
"Apache httpd-2",58981,"Makefile.win references incorrect src_so file extension",13
"XmlCommons - Now in JIRA",35467,"System.err.println statement should be removed",13
"APR",47258,"Too many slashes with configure",13
"Apache httpd-2",54653,"Suggestion to add https example for forward proxy",13
"JMeter",59281,"Remove border of testTimeDuration in MainFrame",13
"JMeter",59441,"Consider dropping docs from SVN",13
"Lenya",46641,"Imported example content contains ASF license headers",13
"POI",52084,"[PATCH] byte level verifier of SST serialization in various methods",13
"POI",57899,"Refactor XWPFRun and XWPFParagraph so the PPr/RPr logic can be shared with the default styles code",13
"Tomcat 8",57345,"APR/Native HTTPS Connector Should Support All OpenSSL Options",13
"JMeter",58937,"View Results Tree: Improve parameters display even for GET requests",13
"Ant",47704,"Allow Project to take an XMLCatalog instance for use in configuring catalog-aware tasks",13
"Lenya",34813,"Allow selection of user type on creation screen",13
"Log4j - Now in Jira",51672,"Queue Appender for logging",13
"JMeter",58279,"Allow custom HTTP Sampler",13
"JMeter",52031,"Allow BSF and JSR223 test elements to share interpreters",13
"JMeter",57679,"Summary Report # Samples counter rolls over and causes miscalculated fields for long running tests with high throughput",13
"Ant",56700,"Delete task should not follow symlinks by default",13
"Log4j - Now in Jira",46533,"Deamon Thread",13
"Ant",40703,"Demo build file",13
"APR",49064,"APR-util does not support SASL binding",13
"JMeter",56163,"HTTP Cache Manager only sends If-None-Match header",13
"Lenya",42927,"Separate javadocs into API and Impl (for core and modules)",13
"POI",49023,"Various Protection options while protecting sheet is not available",13
"Apache httpd-2",56288,"rewrite URLs in style attributes",13
"POI",59731,"Consolidate duplicated code for row shifting",13
"Ant",32379,"Enhance token definition for replacefilterfile in replace task",13
"Ant",17742,"PVCS task generates GET with promotion group incorrectly",13
"Batik - Now in Jira",48634,"[PATCH] The setSize(0) method of LRUCache does not disable the cache",13
"Lenya",26564,"[Export] WGet has windows file locking issues",13
"Lenya",19569,"Load test and provide benchmarks",13
"Xerces-J",4552,"""1999-12-31T23:59:59.999999999999Z"" should be a valid dateTime",13
"Lenya",31406,"cmsui resource error",13
"Lenya",37549,"IE gives mixed security warning in Site tab",13
"Ant",39108,"FTP.java missing checks when file type is unknown",13
"Fop - Now in Jira",31039,"URL in basic-link is scrambled by encryption",13
"Apache httpd-2",44351,"File descriptor leak when using prg RewriteMap",13
"Fop - Now in Jira",52585,"PDF: number-columns-spanned problem with borders",13
"Slide",30414,"WebdavResource.proppatchMethod return value is incorrect",13
"Xerces-J",5642,"backslashes and entity resolution and inputsources",13
"Xerces-J",18925,"StackOverFLow exception when a large Document object is serialized",13
"Slide",29876,"WebdavStatus.getStatusText",13
"Lenya",26012,"ship pdftotext binary with lenya or re-evaluate pdf box",13
"Ant",27722,"Project description contains target description",13
"Ant",11560,"Taskdef does not apply reverseLoader policy on standard tasks",13
"Ant",29045,"Updates to Move & Copy",13
"Apache httpd-2",51689,"Cross compiling causes multiple Listen directives to not work properly",13
"Apache httpd-2",37770,"proxy: error reading status line from remote server (null)",14
"Apache httpd-2",53160,"Reverse Proxy mod_deflate doesn't zip back content in outgoing traffic",14
"JMeter",60092,"View Result Tree: Request tab does not show entity body for PUT",14
"Ant",60127,"ant support for Java 9 ?",14
"Apache httpd-2",54861,"The number of connections with mysql is more",14
"Ant",59695,"syntax error in ant script",14
"Apache httpd-2",56362,"ldaps only works with port 636. Non-standard port is ignored and default port used instead.",14
"Apache httpd-2",44031,"RemoveHandler inside subdir location",14
"POI",53556,"Mispositioned Textboxes In Reading Doc Files Through HWPF",14
"Apache httpd-2",40513,"Seeding PRNG with 0 bytes of entropy",14
"Apache httpd-2",50473,"zlib.dll Problem",14
"Apache httpd-2",59840,"Segmentation fault during the request processing",14
"Slide",37511,"WebdavResource quashes queryString",14
"Ant",34151,"need to propagate proxy information to <jarsigner>",14
"Slide",34379,"URLUtil.URLDecode needs array safety check",14
"Fop - Now in Jira",53573,"Fop invalid position combining mark for Thai text (CTL)",14
"Batik - Now in Jira",33607,"Font file leakage, caching suggested",14
"Apache httpd-2",54339,"piped log entries > PIPE_BUF can be interleaved",14
"Log4j - Now in Jira",50858,"Classloader leak when using Log4j in a webapp container such as Tomcat, WebLogic",14
"JMeter",55260,"Launch script fails under cygwin - suggested (simple) tweak provided",14
"Apache httpd-2",59656,"PATCH: mod_fcgid: Immediate HTTP error 503 if the max total process count is reached",14
"Batik - Now in Jira",53051,"ttf2svg produces invalid XML when #0x0 control character is included in source font file",14
"Apache httpd-2",55293,"Incorrect default MIME type for .woff fonts",14
"Batik - Now in Jira",46055,"Batik CSS Scanner does not handle unicode-range correctly",14
"POI",58247,"Some UTF-16 characters are not handled correctly (likely surrogate pair related)",14
"Lenya",44287,"Using publication properties can cause exception",14
"POI",59278,"Inconsistent behavior for Cell.getErrorCellValue on blank cells",14
"Apache httpd-2",39753,"incorrect source for LOCALE Decimal Symbol in Win2000",14
"Apache httpd-2",50402,"SetEnv proxy-sendchunks is ignored for small amounts of data",14
"Log4j - Now in Jira",55481,"Log4J Configuration in Virgo Jetty Server",14
"POI",55081,"Function WEEKNUM is incomplete",14
"Lenya",54486,"implement the wait list for patches in xpatch maven plugin",14
"APR",57900,"GDBM backend: error returned on fetch and delete for non-existing key",14
"Apache httpd-2",44305,"Inconsistent configuration for suexec path",14
"Apache httpd-2",59088,"mod_reqtimeout default log level too low",14
"Apache httpd-2",58089,"mod_authz_host uses proxy IP even when mod_remoteip is enabled",14
"Apache httpd-2",43818,"PROPFIND on -w- collections returns 207 MULTI-STATUS with empty content",14
"Log4j - Now in Jira",51538,"Chainsaw 2 - add password to JMSReceiverBeanInfo in apache-log4j-receivers so that the GUI can be configured to connect to JMS",14
"Apache httpd-2",51001,"patch for hook ap_lua_run_lua_open",14
"Apache httpd-2",49131,"Very long URLs cause 404 or 403 errors with SetAction, RewriteRule, RedirectMatch...",14
"Log4j - Now in Jira",36789,"Empty control flow statement in org.apache.log4j.lf5.viewer.configure.ConfigurationManager",14
"Apache httpd-2",41262,"Embedded pcre causes runtime segfault",14
"Apache httpd-2",46970,"CustomLog %X does not record aborted connections with mod_proxy_http/connect",14
"APR",53907,"make check fails with  *** No rule to make target `../libaprutil1.la'",14
"Apache httpd-2",57996,"Symlinks erroneously not followed when target inode number >32 bits",14
"BCEL - Now in Jira",46722,"problem using bcel in jdk15",14
"XMLGraphicsCommons - Now in Jira",53939,"NPE in XMPHandler.endElement when creating a PDF/A-1b document using FOP",14
"Apache httpd-2",59311,"Do not send ""Upgrade: h2"" header to HTTP/1.1 clients when SSL/TLS is used",14
"Apache httpd-2",47908,"'invalid result code' in error_log",14
"Lenya",41297,"Can't move ""Home"" down, but can move ""Tutorial"" up.",14
"APR",46459,"apr_dbm BDB backend: allow db type selection",14
"Apache httpd-2",49348,"[mod_log_config] Output log file name format capability. (Useful for chroot environments.)",14
"Apache httpd-2",59978,"[patch] Add log message when ap_mutex_register fails",14
"Apache httpd-2",48602,"use asynch ldap_compare so LDAPTimeout applies",14
"Apache httpd-2",51019,"[PATCH] Implementation of Asynchronous processing support in MPM-WINNT and CORE that doesn't block worker threads",14
"Ant",39009,"scp task:  includeEmptyDirs",14
"Apache httpd-2",56483,"add disableKeepAlivePercentage similar to tomcat http connector",14
"Tomcat 8",57486,"Improve reuse of ProtectedFunctionMapper instances in generated JSP",14
"Apache httpd-2",48639,"Add htcacheclean as a core monitored process",14
"Apache httpd-2",60078,"please make data provided by ?auto same like data in HTML",14
"JMeter",57258,"address coordinated omission latency reporting risks",14
"Tomcat 6",49464,"DefaultServlet and CharacterEncoding",14
"Ant",32683,"Java Target Needs Improved bootclasspath options",14
